full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id
Demetrius Harris,TE,,30.0,,Active,9.0,1619,16318.0,27174.0,8506c15c-15cc-4d2c-aebf-270c605fe0ec
Trey Smack,K,GB,23.0,,Active,0.0,13545,,,fc5890c6-b22d-4b5b-8ca5-2722b077bc8b
Qualan Jones,RB,,,,Inactive,0.0,13117,,,84daf110-2622-11f0-bca5-417408028ca8
Mitch Leidner,QB,,27.0,,Active,5.0,4839,2970710.0,30947.0,39f8efff-67fb-493b-ad9b-315d6e80aa45
Jha'Quan Jackson,WR,HOU,26.0,,Active,2.0,11808,,,bcb054df-47e9-411c-8c9d-eef1a9a25487
Justice Liggins,WR,,27.0,,Active,5.0,4831,3050824.0,30942.0,53dfba71-2344-4b6c-bcfe-a7de9b6f2bf8
Arian Smith,WR,NYJ,24.0,,Active,1.0,12539,,,8c7c7f4c-f8cc-4e02-aa0f-f794a1afd6ae
Dan Chisena,WR,CAR,29.0,,Active,6.0,7357,3929637.0,33023.0,92529995-41e9-48db-b429-c96540ad357b
John Lovett,RB,,23.0,,Active,2.0,8568,,,42073140-ca1e-11ec-aeb5-1b91b32ddede
Dimitri Stanley,WR,,25.0,,Active,1.0,12281,,,0455ad90-0bfd-11ef-8ab2-1d0f45ed27de
Albert Okwuegbunam,TE,LV,28.0,,Active,6.0,6843,4035115.0,32788.0,617aee8a-70be-4bdf-9a71-2e2b74e647e6
Oliver Martin,WR,,24.0,,Active,1.0,11136,,,77720f50-e843-11ed-8745-d3f0153da108
Anthony Gordon,QB,,25.0,,Active,2.0,6898,4055171.0,33266.0,71a2444a-a6b1-4e62-8974-2d858e2c5b73
Joaquin Davis,WR,PIT,23.0,,Active,1.0,12777,,,11288610-2311-11f0-833e-6da5d4b3f0d4
Ben Beise,TE,,,,Active,1.0,8864,,,36b0ce40-d3de-11ec-8afa-57d9afd0ecba
Mante Morrow,WR,LAC,,,Active,0.0,14039,,,7776d1a0-4fd5-11f1-94dd-5f1382241124
Valdez Showers,WR,,28.0,,Active,6.0,3660,2578583.0,29697.0,b1ab528d-ab16-40cf-9d73-b286cc54bac3
Chris Herndon,TE,,26.0,,Active,4.0,5009,3123050.0,31077.0,780a48de-d092-4e87-9c34-8d1b45a154cc
Amir Carlisle,WR,,32.0,,Active,9.0,3606,2577257.0,29567.0,e4a49441-6f2e-4762-b9d0-a619dc244179
Clayton Thorson,QB,NYG,26.0,,Active,3.0,6147,3116144.0,31999.0,3cbf12f3-11df-4ced-a321-4877b129420c
Jalen Camp,WR,,26.0,,Active,3.0,7789,,,a7bee0dc-2f5a-4073-a785-85a34c60dda1
Tyreik McAllister,RB,,27.0,,Active,3.0,8749,,,2a77de20-d253-11ec-b16e-cf7159baf83d
Rodney Hammond,RB,DEN,23.0,,Active,0.0,14008,,,f6c666a0-4bd9-11f1-a146-85ef6e4a878f
Ty Simpson,QB,LAR,23.0,,Active,0.0,13275,,,2e62e603-363a-425f-8c57-0a1600476c85
Jonathan Ward,RB,,28.0,,Active,6.0,7087,4039274.0,33088.0,1dc6b133-355f-451e-856f-d02839681578
Lan Larison,RB,NE,24.0,,Active,1.0,12969,,,e2d48330-251e-11f0-aae1-fdfd5aa92d71
Brittain Brown,RB,CHI,28.0,,Active,4.0,8423,,,387c8819-5892-4528-ac33-0ec72b24cc2f
Travis Dye,RB,,24.0,,Active,1.0,10865,,,46cb9c30-ebaa-11ed-b05b-f11b75745f7c
Stevo Klotz,TE,,,,Active,1.0,12815,,,ca2eed00-23ae-11f0-a139-771c091b0ec3
Scott Orndoff,TE,,28.0,,Active,5.0,4309,3045163.0,30388.0,355bf682-53b6-46c1-8052-eaf75c805278
Charlie Smyth,K,NO,25.0,,Active,2.0,11653,,,f5c4a0e0-eecb-11ee-aa6f-2b08db5c8f4c
Brock Purdy,QB,SF,26.0,,Active,4.0,8183,,,d5aef708-ad61-4ab8-a637-62ff96e92040
Jonathan Brady,WR,LV,22.0,,Active,0.0,13920,,,c603a2d0-47f6-11f1-8022-3d44fc502d61
Aidan Robbins,RB,,24.0,,Active,1.0,12080,,,46dfcb60-0729-11ef-bb2e-2bf101c4709d
Rashad Rochelle,WR,SEA,23.0,,Active,0.0,14037,,,9ec45f90-4fc4-11f1-b32b-dbd28c1a355e
Nathaniel Peat,RB,,24.0,,Active,1.0,12007,,,68101800-0709-11ef-b992-43c446eb9a3b
Jake Luton,QB,,28.0,,Active,5.0,7084,3124900.0,32859.0,c81ae6df-f87f-4197-b68f-a460321b48b4
Jaray Jenkins,WR,,24.0,,Active,1.0,11133,,,18fbc740-e843-11ed-912f-591f853152ed
Nick Vogel,K,,26.0,,Active,2.0,7201,,33009.0,b7bd3008-28d0-40c0-85ca-d2748879fda4
Brian Johnson,K,,23.0,,Active,1.0,8055,,,ebc1fb19-90ac-4a76-a878-d1760e7f3636
Zachariah Branch,WR,ATL,22.0,,Active,0.0,13320,,,41f192cd-cc4a-44bc-9c21-43a19ecfc86c
Russell Wilson,QB,,37.0,,Active,14.0,1234,14881.0,25785.0,409d4cac-ee90-4470-9710-ebe671678339
Terrence Franks,RB,,32.0,,Active,10.0,2900,,,4f59a5f2-fd54-4b15-8c36-8839b9546a10
Dont'e Thornton,WR,LV,23.0,,Active,1.0,12541,,,483606b2-c0c9-4da2-8fcf-73d2615756c7
Gavin Lutman,WR,,33.0,,Active,10.0,2913,,28841.0,68f4fe16-b546-481e-8fc2-b854b8939dfa
La'Damian Webb,RB,,,,Active,1.0,12306,,,5522ae40-0c83-11ef-9dcf-815f2a78f307
Austin Aune,QB,,29.0,,Active,1.0,11491,,,3b876650-f425-11ed-b8f6-e3803bc2256e
Dominic Lovett,WR,DET,23.0,,Active,1.0,12732,,,fb855b6b-16ca-4224-8e05-bcd9e51e7230
Kaylon Horton,WR,,,,Active,1.0,12296,,,d0327030-0c78-11ef-8480-616bbfaaff0f
Ken Seals,QB,,,,Active,0.0,13781,,,b2e04ef0-428e-11f1-9cdb-d1ffd4fbc436
Brock Wright,TE,DET,27.0,,Active,5.0,7891,,,8f182089-7730-499e-8f2e-87bda32debfb
Dillon Stoner,WR,,25.0,,Inactive,2.0,7996,,,977bcabb-f79b-4e96-91f9-c8e44f73c3e8
Fernando Mendoza,QB,LV,22.0,,Active,0.0,13269,,,b1ded115-092a-4199-9a55-cab9f4b5bb18
Matt Barkley,QB,,33.0,,Active,11.0,1338,15948.0,26721.0,da7cb0cc-543e-47d5-b29a-2ba2b341bd14
Bryce Lance,WR,NO,23.0,,Active,0.0,13420,,,4d5c31ba-45ea-4247-a41a-acfa82bdbd39
Chris Pierce,TE,,25.0,,Active,2.0,8634,,,945dac50-cb4d-11ec-a667-6354702e3fca
Brian Hill,RB,,27.0,,Active,6.0,4187,3125403.0,30269.0,26873576-2bbd-4622-bc3e-ec847577855b
Brevyn Spann-Ford,TE,DAL,26.0,,Active,2.0,11593,,,efc8d800-072b-11ef-892f-5b772aae3c25
Paul Richardson,WR,,29.0,,Active,8.0,2279,16781.0,27573.0,cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7
Quinshon Judkins,RB,CLE,22.0,,Active,1.0,12512,,,268c6ae2-278b-49f8-b7cd-b367944412f3
Latavius Murray,RB,,34.0,,Active,11.0,1476,15920.0,26804.0,540f8b30-900e-4d17-8756-c262ba5fa039
Damion Ratley,WR,,26.0,,Active,4.0,5080,3895857.0,31148.0,6e01959d-9860-49e4-a997-eee257718812
Jordan Watkins,WR,SF,24.0,,Active,1.0,12634,,,bd65c350-6044-415a-8749-e70a3b8f86e2
Clayton Hatfield,K,,,,Active,3.0,6625,,32294.0,686e029e-a8a7-427f-80bb-2b8c7949b5ec
JJ Howland,TE,,25.0,,Active,2.0,8884,,,daddd5c0-d51a-11ec-8e9f-b96a427bd78e
Dylan Leonard,TE,,24.0,,Active,1.0,12107,,,6c5fbbe0-0731-11ef-babb-9dd99e3f1b96
Jake Butt,TE,,26.0,,Injured Reserve,5.0,4151,3045225.0,30258.0,6d49d4d1-a254-48de-9f6f-eeecac82ad88
Jeremiah Webb,WR,NE,25.0,,Active,1.0,13124,,,2159ae20-262b-11f0-9182-89b93f0eaa70
Akrum Wadley,RB,,26.0,,Active,4.0,5195,3040146.0,31622.0,ac6aeee0-d291-481a-a914-947061b639b2
T.Y. Hilton,WR,,33.0,,Active,11.0,1110,14924.0,25802.0,b8426cea-f8b9-4061-8d56-e70d1230103e
Nick Holley,WR,,27.0,,Active,4.0,5710,3052549.0,31730.0,ce367921-7e8d-46fe-b568-6116c00c5000
Terrace Marshall,WR,MIA,26.0,,Active,5.0,7565,,,69388223-d1e7-46c3-9106-e10edb7073e9
James Blackman,QB,,24.0,,Active,1.0,11374,,,9b5d6790-f016-11ed-aef3-53ecfb3af1ea
Shedrick Jackson,WR,LV,26.0,,Active,3.0,11257,,,4ee53be0-eacb-11ed-bff4-2305d99deffc
Tavien Feaster,RB,ARI,24.0,,Active,2.0,7103,4035470.0,33126.0,0d77e008-ec6d-4816-a186-329c0ecdb6be
Marcus Santos-Silva,TE,,25.0,,Active,1.0,8589,,,94d04fb0-ca5a-11ec-938f-eba97ad72694
Robert Woods,WR,,33.0,,Active,12.0,1352,15880.0,26664.0,618bedee-9259-4536-b0ff-fec98d2a20de
Franko House,TE,CHI,23.0,,Active,1.0,4930,,30721.0,
Stanley Berryhill,WR,,24.0,,Active,1.0,8419,,,18be19e0-cc7e-11ec-8d55-87af3a9174bd
Scottie Phillips,RB,,24.0,,Active,2.0,7005,4362878.0,33161.0,26e66f79-5f08-4ee1-bbc5-85c8f5f7fddd
Kaytron Allen,RB,WAS,23.0,,Active,0.0,13405,,,7980dd2b-0ce0-4936-aaff-536c09608429
Trayveon Williams,RB,,28.0,,Active,7.0,6144,4035222.0,32014.0,478fcd24-2617-41d5-a900-b272aa6ef515
DeAndre Reaves,WR,,32.0,,Active,9.0,3542,2979200.0,29529.0,e7f679fc-6809-478a-ba62-76ce8930ac40
Mike Bercovici,QB,,28.0,,Active,6.0,3495,2576822.0,29516.0,97dc5013-29d0-4231-820b-70ae53ac8f74
Connor Heyward,TE,LV,27.0,,Active,4.0,8181,,,62e96d7c-e4dd-4a90-8c3a-8017eb69120d
Brian Walker,TE,,24.0,,Active,1.0,11385,,,5c204fe0-f01e-11ed-97df-a94b89ac5704
Damarea Crockett,RB,,25.0,,Active,4.0,6334,4035102.0,32502.0,d4f0aa89-6309-4977-b779-7501eb8c8508
Kisean Johnson,WR,,,,Active,1.0,13166,,,0bcd4790-29d9-11f0-90c4-e979903a2a33
Jalen Wayne,WR,,25.0,,Active,1.0,10230,,,bea63fb0-f011-11ed-bebd-09e2015fb875
Eno Benjamin,RB,,25.0,,Active,4.0,6951,4242873.0,32892.0,aebf7b65-da15-4499-b1af-6687fa50b2e4
Rohan Jones,TE,LAR,,,Active,0.0,13810,,,9fe94ce0-42a5-11f1-8ad6-b5c08e66f319
P.J. Walker,QB,,29.0,,Active,7.0,4335,3051308.0,30538.0,0666e6c6-42d9-40ab-83bd-7bbf81e9ac9c
Malcolm Lewis,WR,,28.0,,Active,5.0,4392,2969967.0,30643.0,c82071bb-965d-4db6-8103-a7a2b2c60aaf
Alfonzo Graham,RB,,23.0,,Inactive,1.0,11472,,,076a8750-f33d-11ed-b86a-1f6449c76e1d
Thaddeus Moss,TE,,24.0,,Active,2.0,6919,4036189.0,33208.0,309b8104-8407-4365-989a-f726251714a7
Kenneth Walker,RB,KC,25.0,,Active,4.0,8151,,,22ee9bac-a64c-4d44-94fc-51d775465b3b
Isaiah Jacobs,RB,,,,Active,0.0,13773,,,6f5c55e0-4282-11f1-8860-f39121c73533
Dalton Kincaid,TE,BUF,26.0,,Active,3.0,10236,,,b961fa15-0676-4948-b95f-56d06319d40e
Odell Beckham,WR,NYG,33.0,,Active,12.0,2078,16733.0,27540.0,354dec38-b88b-4ba0-8974-859123f27c45
Gunnar Watson,QB,,25.0,,Active,1.0,12003,,,a8779730-0707-11ef-acd9-d187d1ff5e39
John Jiles,WR,,25.0,,Active,2.0,12383,,,c5f3e900-0ee9-11ef-8f00-c3a75391e420
Jeremy Moussa,QB,,,,Active,1.0,12352,,,b5bdbb00-0c97-11ef-8c99-ef9e96680435
Fred Brown,WR,,28.0,,Active,5.0,4752,2971397.0,30901.0,1eaede88-f9fd-497d-93bf-2849948c993c
Cam Grandy,TE,CIN,26.0,,Active,2.0,12062,,,8e6c6eb0-0725-11ef-b490-715b3492492e
Mac Hippenhammer,WR,,24.0,,Active,1.0,11247,,,2f5dd660-eac1-11ed-b650-3bd4f446002a
Levern Jacobs,WR,,29.0,,Inactive,5.0,4338,2976222.0,30505.0,62eacf46-e0cc-4890-91ef-e990757d0858
Damien Martinez,RB,GB,22.0,,Active,1.0,12462,,,487da97d-a1e8-4a1f-9b43-085944ea1a44
Charles Scarff,TE,,25.0,,Inactive,3.0,6487,3127376.0,32314.0,0c49b066-56ef-42dd-b9f1-1e956cced841
Nate McCollum,WR,,,,Active,1.0,12893,,,d0d45160-247e-11f0-ab3b-4bca04598581
De'Mornay Pierson-El,WR,,26.0,,Active,4.0,5295,3121398.0,31404.0,191847bd-6b12-4824-a832-29cddfffb046
William Stanback,RB,,27.0,,Active,5.0,4485,3054030.0,30696.0,7e199884-1db9-4684-b308-a20ca28c646c
Richard Mullaney,WR,,28.0,,Active,6.0,3732,2577014.0,29803.0,327f0b61-f467-4991-badb-71b404a00d04
Landon Rice,TE,,24.0,,Inactive,1.0,8026,,,ede1aabd-6fca-4ef8-8a90-3bd5940548f9
Daniel Helm,TE,,28.0,,Active,4.0,6089,3115359.0,32543.0,7f48c754-002d-4d0c-ba40-8c402f95a7c4
Amon-Ra St. Brown,WR,DET,26.0,,Active,5.0,7547,,,26ef0447-29b8-4dd1-9831-dcbf8132bb74
Jacob Kibodi,RB,,26.0,,Active,1.0,11900,,,228811b0-0575-11ef-8434-0f5c1f2e1cb4
Chris Oladokun,QB,KC,28.0,,Active,4.0,8413,,,7078cdfc-032b-4f85-8b4b-720f926ba1cb
Dylan Drummond,WR,ATL,26.0,,Active,3.0,11474,,,e34c6990-f35c-11ed-ac5f-715e78829103
Darius Lassiter,WR,,25.0,,Active,1.0,13063,,,a7741ff0-2567-11f0-831d-a5b6ed781dda
Steven Scheu,TE,,29.0,,Active,6.0,3504,2577793.0,29877.0,fa62cdd9-8047-4556-b2b7-c1b8dadb118a
Daylen Baldwin,WR,,24.0,,Active,2.0,8928,,,bdfc7130-1351-11ed-9aaa-89106bfa2f85
Jimmy Bell,TE,,25.0,,Active,0.0,12834,,,97985ad0-23c1-11f0-9443-31e8c32ddfd1
Brayden Lenius,TE,,25.0,,Active,1.0,8105,,,d4993930-7259-11ec-80bb-7f28873a7ba2
Austin Roberts,TE,,26.0,,Active,4.0,5751,3134314.0,31747.0,184a2ef6-ddec-41e4-8fc1-87ac713e8831
Trishton Jackson,WR,,27.0,,Inactive,5.0,7009,4046715.0,33253.0,9a2cd41e-a6e8-42d6-aad4-65c42939d733
Josiah Price,TE,,28.0,,Active,5.0,4409,2979554.0,30441.0,25aca9c3-55fb-4113-9367-f0877d6f5490
Papi White,WR,,25.0,,Active,3.0,6364,3126080.0,32103.0,f361ad80-a984-415a-a7af-12c231004b2d
Cyrus Allen,WR,KC,23.0,,Active,0.0,13413,,,a07ac8bd-3929-4e48-b3c4-3ddeecd09dca
Travis Fulgham,WR,,27.0,,Active,4.0,6059,3139522.0,32016.0,030f3ecf-f32f-497d-96a8-8f28d44fc311
Coleman Owen,WR,IND,25.0,,Active,1.0,12829,,,a9afb800-23ba-11f0-aa7d-833b948e6c02
Noah Short,WR,,,,Active,0.0,13677,,,c67a4cf0-4265-11f1-968b-73d52a22bbb8
Michael Young,WR,,23.0,,Active,2.0,8828,,,c12d47f0-d399-11ec-96a0-c3471a31202c
DJ Uiagalelei,QB,LAC,25.0,,Active,1.0,12773,,,afaf9a70-2312-11f0-be9a-5f5a7ddcdf04
Caleb Repp,TE,,24.0,,Active,2.0,7176,,33065.0,bdffba96-cafa-40e2-91e8-bf2fe231669f
Logan Kilgore,QB,,,,Active,12.0,2206,,,e4160991-9923-4744-a87f-bd2ba6736e72
Konata Mumpfield,WR,LAR,23.0,,Active,1.0,12718,,,ccb6d700-ac74-4f6b-9f86-d1aa74d0c318
Luke Musgrave,TE,GB,25.0,,Active,3.0,9481,,,77a4fb49-3c6c-4aa1-8a21-20956e2d2240
Camren McDonald,TE,,24.0,,Active,1.0,11213,,,da12d1b0-e908-11ed-8c2b-ff8c44261d7e
Jaydn Ott,RB,KC,23.0,,Active,0.0,13419,,,261750e0-4199-11f1-bbb5-8b6de4cce956
Taj Williams,WR,,,,Active,4.0,5224,4038530.0,31465.0,b4a10866-f5e9-48ae-88d4-0d221591c144
Noel Thomas,WR,,27.0,,Active,5.0,4600,3045194.0,30775.0,3c77bb81-2789-49de-8bcd-44a926d91f45
Justin Jackson,RB,,26.0,,Active,5.0,5131,3116136.0,31221.0,e6c3f896-0223-4fc2-be09-c959ea4a475c
Anthony Tyus,RB,CAR,23.0,,Active,1.0,12939,,,ddfc3ea0-2507-11f0-be8f-f5c6930b3c52
Aaron Dykes,RB,,,,Active,1.0,11548,,,44cfee00-3d11-11ee-8dfa-e73a7adb44b8
Bug Howard,TE,,27.0,,Inactive,5.0,4326,3039720.0,30526.0,dcf6b57b-6706-4d73-8242-2f71667be0e7
Malcolm Perry,WR,,25.0,,Active,2.0,7109,4039436.0,32916.0,73236a66-ba10-44a6-b12f-2ca13cad33b4
Lorenzo Lingard,RB,,25.0,,Active,1.0,12226,,,d8f665b0-07e0-11ef-a6e5-cf19e7fc44ea
Dameon Pierce,RB,PHI,26.0,,Active,4.0,8129,,,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e
Taylor Bertolet,K,,30.0,,Inactive,7.0,3467,2578718.0,29712.0,63e63ae6-5a88-4b04-a3a0-5e0cb0404f95
Greg Joseph,K,,31.0,,Active,7.0,5272,3975763.0,31538.0,a2aab80d-174c-4639-beac-e2b70bb3625f
John Mitchell,TE,,24.0,,Active,1.0,8685,,,09eae320-cda1-11ec-b94f-57e6927758e6
Jordyn Tyson,WR,NO,21.0,,Active,0.0,13281,,,5368ab1c-5463-4326-86c0-17c06bf51c9d
Thomas Hennigan,WR,,24.0,,Active,1.0,8437,,,061ca100-c957-11ec-b1d2-d334745b4f4f
Devlin Hodges,QB,,25.0,,Active,3.0,6595,3127051.0,32581.0,a577ef90-17c3-4dbf-b6b8-e054f21a778d
ZaQuandre White,RB,,24.0,,Active,1.0,8173,,,434b6750-d3b1-11ec-96a0-c3471a31202c
DeAndre Torrey,RB,,24.0,,Active,1.0,8243,,,79f100f0-18dd-11ed-a8b7-1d7ae4590500
MarShawn Lloyd,RB,GB,25.0,,Active,2.0,11581,,,7b8967bc-a3a5-4aa4-bd1f-2846663ca831
Cade Klubnik,QB,NYJ,22.0,,Active,0.0,13303,,,3a62187b-d6b6-43fb-82c9-efabd8a6c0e0
Tim Tebow,TE,,34.0,,Inactive,12.0,559,13200.0,24000.0,908ea628-c150-449c-97b4-06c5d78cae3e
Jaeden Graham,TE,,27.0,,Inactive,4.0,5754,3118954.0,31749.0,97e65d1d-c738-4812-840e-030f0242bc29
Jack Coan,QB,,24.0,,Active,1.0,8201,,,4ca348c0-d395-11ec-96a0-c3471a31202c
Cameron Dorner,WR,NE,,,Active,0.0,13962,,,6a84d120-4b1d-11f1-97a7-67f28df70415
Jordan Akins,TE,,33.0,,Active,8.0,5032,3128452.0,31068.0,0cb5a32a-a340-4671-ba2a-93f5fa6aee8d
Zay Jones,WR,,30.0,,Active,9.0,4080,3059722.0,30150.0,a28f7368-0306-4d20-855f-285a1a09c09c
Samaje Perine,RB,CIN,30.0,,Active,9.0,4147,3116389.0,30227.0,e601812f-ce24-4e99-bee0-e33c1e9014e4
Redford Jones,K,,27.0,,Active,3.0,5837,3060823.0,31812.0,b893faf2-b13f-4177-b62e-1d2e1e7ba087
Malick Meiga,WR,CAR,25.0,,Active,0.0,14058,,,dab522e0-637a-11f1-b3ac-1141f054753e
Mark Walton,RB,,24.0,,Active,4.0,4997,3917846.0,31082.0,b120cb2d-04b8-4dd3-809e-92c9b4c29b0c
Mekale McKay,WR,,28.0,,Active,6.0,3418,2980068.0,29605.0,dfbdb450-3534-4bc1-8e7f-17df7a2dccf4
Bart Houston,QB,,29.0,,Active,5.0,4728,2977804.0,30872.0,6b97e391-d564-48b4-beeb-e97917200157
T.J. Luther,WR,,25.0,,Active,2.0,11312,,,7bf3acb0-ebad-11ed-85b6-69e78761513a
Brady Cook,QB,NYJ,24.0,,Active,1.0,12538,,,4916c770-2501-11f0-aed8-c154e65d4269
Cyril Grayson,WR,,28.0,,Active,5.0,4050,4217370.0,30111.0,a138f20f-8a41-4d0e-930a-a16b6cb597b3
Jordan Waters,RB,LAR,25.0,,Active,1.0,13010,,,b3271d80-254d-11f0-85e6-ad6d4b9a9b15
Kene Nwangwu,RB,NYJ,28.0,,Active,5.0,7720,,,482c1032-765a-48d3-b46e-b47a809dbee4
Jaelen Gill,WR,,25.0,,Active,1.0,11867,,,55ed03f0-0500-11ef-92b0-7dd30074e4dd
Jalen Virgil,WR,BUF,27.0,,Active,4.0,8416,,,aa8d3730-d254-11ec-b16e-cf7159baf83d
Garrett Walston,TE,,24.0,,Active,1.0,8621,,,a405d6f0-ca85-11ec-bef3-6bc2263558a9
Austin Proehl,WR,,26.0,,Active,4.0,5126,3116680.0,31225.0,fc7f8c60-4fc2-45d1-9611-e803dbb1611e
Ketron Jackson,WR,,,,Active,1.0,13193,,,53ce1b20-2f54-11f0-90ce-c5016f6c61f0
Camden Brown,WR,DAL,,,Active,0.0,13726,,,4d049250-4278-11f1-b3d1-bb3960424d63
J.J. Taylor,RB,,27.0,,Active,5.0,6973,4039607.0,33028.0,879325b1-c961-4c9a-a3a4-679d77a28293
Elijah Marks,WR,,26.0,,Active,4.0,5548,3119490.0,31492.0,91bb9bd8-633c-4c6d-9dc6-e13d889162d9
Tony Brooks-James,RB,,27.0,,Active,3.0,6585,3886841.0,32559.0,fc793c8d-b29d-46f8-8f89-8e2964ff4480
Jaylin Noel,WR,HOU,23.0,,Active,1.0,12536,,,c4bab22e-a89a-41f6-b03a-07073a72f41b
Beau Corrales,WR,,,,Active,1.0,12314,,,2b581360-0c89-11ef-8149-77c1b8d433bb
Eric Gray,RB,NYG,26.0,,Active,3.0,10223,,,dcc536c1-36f2-4e34-8028-ccf32d930018
Kenny Yeboah,TE,ARI,27.0,,Active,5.0,7597,,,990c2825-ca25-4da9-9966-269363a9bb91
Pat Bryant,WR,DEN,23.0,,Active,1.0,12492,,,2858209e-4aa7-4539-9901-99a4d881229c
Josh Hammond,WR,,25.0,,Active,3.0,7287,4034944.0,33127.0,32494eca-34f8-4d7f-88ee-e3319128e8e0
Cole Kmet,TE,CHI,27.0,,Active,6.0,6826,4258595.0,32713.0,036feeb6-9a22-43c5-a8e3-7ac611d8ff49
L.J. Scott,RB,,25.0,,Active,3.0,6161,3929828.0,32569.0,ce185a29-d0ff-4519-9133-e01c691ead57
Sam Wiglusz,WR,,25.0,,Active,1.0,12134,,,65a727e0-07c5-11ef-b734-c715a27cbb82
Robert Foster,WR,,28.0,,Active,4.0,5250,3054845.0,31601.0,17f52030-0a86-408d-b7e3-194ed4374fbb
Tetairoa McMillan,WR,CAR,23.0,,Active,1.0,12526,,,874de000-586c-4999-ac12-02766563e200
Ben Koyack,TE,,28.0,,Active,7.0,2528,2579846.0,28617.0,666e3121-3daa-4413-b1ec-8e728f7cc645
Sam Brown,WR,,23.0,,Active,1.0,13225,,,71bd62b0-3ccb-11f0-b22b-71ee09ef21d6
Byron Pringle,WR,,30.0,,Active,6.0,5199,4036416.0,31496.0,9e55ec9a-ce18-4b4b-b69f-e2d82c219846
Cole Kelley,QB,,25.0,,Active,1.0,8224,,,799d4b00-ca62-11ec-bdda-4fe5bed84950
Sammis Reyes,TE,,29.0,,Active,4.0,7622,,,3610560c-c2c1-4649-9554-ceca409ae27f
Devwah Whaley,RB,,24.0,,Active,2.0,7236,,33170.0,09497361-f2fb-4397-9dcd-fc19b197e0b9
T.J. Rahming,WR,,25.0,,Active,3.0,6401,3917787.0,32186.0,e0fda33c-b53d-46b2-bfd1-23bfc7086fe6
Blake Grupe,K,IND,27.0,,Active,3.0,11058,,,2a1d4ce0-e6f6-11ed-abca-c7a3a205e21d
Sean Mannion,QB,,31.0,,Active,9.0,2394,2517017.0,28477.0,91ead748-e3b0-4926-bd3b-3e327b44e6bc
Makai Polk,WR,,23.0,,Active,3.0,8209,,,cbf4b630-c97d-11ec-a1a0-57a82b503f37
Andrew Vollert,TE,,26.0,,Active,4.0,5156,4032479.0,31325.0,d83c2f7a-3195-4e6a-b1a0-4745b5dcca38
Omar Cooper,WR,NYJ,22.0,,Active,0.0,13276,,,72594204-b4a9-4f08-907d-029d8a425ddb
Elijah Young,RB,,24.0,,Active,1.0,12818,,,9e487800-23a9-11f0-97c5-6362ab5bbdb8
Josh Johnson,RB,,24.0,,Inactive,1.0,8051,,,c6938e95-e8cd-4975-a0e0-ef6aa9b207f6
Nate Wieting,TE,,24.0,,Inactive,2.0,7245,3894852.0,33314.0,a60a44ba-e1e0-4f05-b0d6-b0d483121c23
Malik Heath,WR,ATL,25.0,,Active,3.0,11210,,,c0fccfb0-e907-11ed-8194-c7505aa5766b
Lenard Tillery,RB,,28.0,,Active,5.0,4636,2974712.0,30873.0,4c0b108c-e50b-4fee-a123-49c7e7c705d7
Nick DeGennaro,WR,NE,,,Active,0.0,13963,,,f8030130-4b1c-11f1-be6b-7b75def7b553
Sal Cannella,TE,,29.0,,Active,3.0,8089,,,57df4c36-e48c-45a4-a1ae-f6e86bf5d21e
Peyton Barber,RB,,27.0,,Active,6.0,3594,3051902.0,29560.0,86363c46-567e-41d6-a59a-3fed9ca64591
Nick Eubanks,TE,,26.0,,Active,2.0,7859,,,08d5875c-83aa-4ee8-aeab-dc3f7ee727e0
Mike Thomas,WR,,28.0,,Active,7.0,3652,3123986.0,29440.0,88856dfa-45ce-4b6e-bbf7-4f8413ac89ca
Naz Bohannon,TE,,,,Active,1.0,8890,,,1013bb60-d53e-11ec-bf64-4ff3988fca61
Marcedes Lewis,TE,,41.0,,Active,20.0,111,9614.0,7777.0,9c21e9af-681c-41ef-9b00-fbc9e1668ed1
Warren Jackson,WR,,23.0,,Active,1.0,7550,,,7f39a9fe-319b-48e4-8882-ac817ed8ce30
Justin Lockhart,WR,,,,Active,0.0,13152,,,c9694a50-2854-11f0-840c-7f11429483a5
Tru Edwards,WR,LAR,25.0,,Active,1.0,13003,,,4b0a6500-254c-11f0-85e6-ad6d4b9a9b15
Ben Yurosek,TE,MIN,24.0,,Active,1.0,13121,,,1f3d48b0-2629-11f0-9dca-47cf7c5385b0
Gabe Davis,WR,,26.0,,Active,6.0,6943,4243537.0,32798.0,dc397432-7157-4ce4-976d-b9662cc6f551
Wil Lutz,K,DEN,32.0,,Active,10.0,3678,2985659.0,29754.0,c4cf84d0-6022-4ac1-a9ba-85587921c53f
Allen Hurns,WR,MIA,30.0,,Active,8.0,1984,17177.0,27874.0,10952a8e-9da1-447b-a016-c699db00c5f0
Jaden Bradley,WR,WAS,,,Active,0.0,13760,,,98050c60-4284-11f1-be19-512d56d5c208
Jaaron Hayek,WR,,23.0,,Active,1.0,12170,,,eac8f2b0-07ce-11ef-a36b-03c64b53609d
Seth Green,TE,,27.0,,Active,4.0,8539,,,0c061d90-c965-11ec-9af6-61153bad5574
Cortrelle Simpson,WR,,25.0,,Inactive,3.0,6605,3923415.0,32487.0,fbefac60-0572-4e90-a1cc-669528059012
